Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Disclaimers (product.metafields.custom.disclaimers),ISBN (Media) (product.metafields.custom.med_isbn),SpecficationXX (product.metafields.custom.specficationxx),Vintage (product.metafields.custom.vintage),Art style (product.metafields.shopify.art-style),Book cover type (product.metafields.shopify.book-cover-type),Color (product.metafields.shopify.color-pattern),Compatible string instrument (product.metafields.shopify.compatible-string-instrument),Condition (product.metafields.shopify.condition),Dispenser type (product.metafields.shopify.dispenser-type),Fastener finish (product.metafields.shopify.fastener-finish),Genre (product.metafields.shopify.genre),Handle material (product.metafields.shopify.handle-material),Hardware material (product.metafields.shopify.hardware-material),Instrument accessory material (product.metafields.shopify.instrument-accessory-material),Instrument material (product.metafields.shopify.instrument-material),Item condition (product.metafields.shopify.item-condition),Manufacturer type (product.metafields.shopify.manufacturer-type),Material (product.metafields.shopify.material),Media access (product.metafields.shopify.media-access),Media theme (product.metafields.shopify.media-theme),Model train accessory type (product.metafields.shopify.model-train-accessory-type),Model train theme (product.metafields.shopify.model-train-theme),Molding application (product.metafields.shopify.molding-application),Music genre (product.metafields.shopify.music-genre),Nut form (product.metafields.shopify.nut-form),Style (product.metafields.shopify.style),Suitable for material type (product.metafields.shopify.suitable-for-material-type),Target audience (product.metafields.shopify.target-audience),Washer form (product.metafields.shopify.washer-form),Diameter of Arbor (product.metafields.specs.diameter_of_arbor),Diameter of Loop (product.metafields.specs.diameter_of_loop),Inner Connection Type (product.metafields.specs.inner_connection_type),Length (product.metafields.specs.length),Outer Connection Type (product.metafields.specs.outer_connection_type),Thickness (product.metafields.specs.thickness),Width (product.metafields.specs.width),Tools_Used (product.metafields.thephonographshop.tools_used),Applications (product.metafields.tps.applications),Components (product.metafields.tps.components),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
reproducer-hinge-block,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/REP-HNG-BLK-EDN-CHK-220N-R_LSIDE.jpg?v=1678742713,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-spring-barrel-arbor-hook,Victor Spring Barrel Arbor Hook,"Victor Spring Barrel Arbor Hook for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">V-JR, 0, 1, 2, 3, 4, 5, 6<br data-mce-fragment=""1"">VV-IV, VI, VIII, IX, X, XI, XII, XIV, XVI, XXV",thephonographshop,,Hook,Edison,TRUE,Title,Default Title,,,,,,,,R-SPB-ARBR-HOOK-VIC-3064PF,90.718474,shopify,0,deny,manual,2.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/R-SPB-ARBR-HOOK-VIC-3064PF.jpg?v=1641952945,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.5,active
edison-swinging-arm-spring-washer-1,Edison Home/Triumph Swinging Arm Spring Washer,"Edison Swinging Arm Spring Washer for:<br><br>Home Model A<br>Home Model B<br>Triumph Model A<br>Triumph Model B<br><br><strong>Dimensions</strong><br><br>Diameter - 11/16""<br>Height - 3/32""<br>Thickness - 1/32""<br>ID - 5/32""",thephonographshop,Hardware > Hardware Accessories > Hardware Fasteners > Washers,Washers,Edison,TRUE,Title,Default Title,,,,,,,,TOP-SWNG-ARM-SPR-WSH-EDN-2012PF-R,5.669904625,shopify,1283,deny,manual,2.25,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/TOP-SWNG-ARM-SPR-WSH-EDN-2012PF-R.jpg?v=1664285619,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,0.75,active
edison-carriage-speaker-arm-lift-lever,Edison Carriage Speaker Arm Lift Lever,"Edison Carriage Speaker Arm Lift Lever for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Home Model B",thephonographshop,,Lever,Edison,TRUE,Title,Default Title,,,,,,,,R-CAR-SPKR-ARM-LFT-LVR-EDN-2022N,8.504856938,shopify,276,deny,manual,2,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/R-MAN-CRRG-LFT-LVR-EDN-2022-N.jpg?v=1641951683,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,0.64,active
edison-belt-tensioner-spring,Edison Belt Tensioner Spring,"<p>Edison Belt Tensioner Spring for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Home Model B<br data-mce-fragment=""1"">Home Model D<br>Others<br><br><strong>Dimensions</strong></p>
<p><br>Length 11/16""<br>Diameter 9/32""<br>Number of Coils 11</p>",thephonographshop,Hardware > Hardware Accessories > Springs,Springs,Edison,TRUE,Title,Default Title,,,,,,,,MOV-BLT-TEN-SPR-EDN-2106-R,5.669904625,shopify,880,deny,manual,2.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/MOV-BLT-TEN-SPR-EDN-2106-R.jpg?v=1651792415,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,0.74,active
edison-belt-tightening-arm-spring,Edison Belt Tightening Arm Spring (1613PF),"Edison Belt Tightening Arm Spring for:<br><br>Amberola B-VI<br>Amberola C-VI<br>Amberola D-X<br>Fireside Model A<br>Standard Model B<br>Standard Model D<br>Others<br><br><strong>Dimensions</strong><br><br>Length Overall - ~7/8""<br>Width Overall - ~5/16""<br>Diameter of Coils - 9/32""<br>Number or Coils - 9<br>Material - Steel",thephonographshop,Hardware > Hardware Accessories > Springs,Belt Springs,Edison,TRUE,Title,Default Title,,,,,,,,REG-BLT-TGHT-ARM-SPR-EDN-1613PF-R,0.4,shopify,298,deny,manual,1.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/MOV-BLT-TGHT-ARM-SPR-EDN-1613PF-O_1.jpg?v=1682915248,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.47,active
edison-belt-tightening-arm-spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/MOV-BLT-TGHT-ARM-SPR-EDN-1613PF-O_2.jpg?v=1682915251,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edison-belt-tightening-arm-spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/MOV-BLT-TGHT-ARM-SPR-EDN-1613PF-O_3.jpg?v=1682915254,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edison-swinging-arm-pin-center,Edison Home Swinging Arm Center (2008PF-R),"<p>Swinging Arm Center for:</p>
<ul>
<li>Home Model A</li>
<li>Home Model B</li>
<li>Triumph Model A</li>
<li>Triumph Model B</li>
</ul>
<p><strong>Dimensions</strong></p>
<ul>
<li>Length: 1 23/64""</li>
<li>Diameter: 5/16""</li>
<li>Distance of Slot from End: 1/16""</li>
<li>Width of Slot: 1/16""</li>
<li>Material: Steel</li>
</ul>",thephonographshop,Uncategorized,Swinging Arm Centers,"Edison, Original Parts",TRUE,Title,Default Title,,,,,,,,TOP-SWG-ARM-CNTR-EDN-2008PF-R,14.17476156,shopify,149,deny,manual,4.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/TOP-SWG-ARM-CNTR-EDN-2008PF-R_1.jpg?v=1721429350,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,1.4,active
victor-winding-ratchet,Victor Winding Ratchet,"Victor Winding Ratchet for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">V-0, 1",thephonographshop,,Gears,Victor,TRUE,Title,Default Title,,,,,,,,R-TOP-WND-RTCHT-VIC-3092PF,8.504856938,shopify,0,deny,manual,12,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/R-TOP-WND-RTCHT-VIC-3092PF.jpg?v=1641949180,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,3,active
edison-speaker-arm-lift-pin-with-head,Edison Speaker Arm Lift Pin with Head,"Edison Speaker Arm Lift Pin with Head for:<br><br>Amberola B-VI<br>Amberola C-VI<br>Amberola D-X<br>Fireside Model A<br>GEM Model B<br>GEM Model D<br>Home Model D<br>Standard Model B<br>Standard Model D<br>Others<br><br><strong>Dimensions</strong><br><br>Diameter of Head - 33/64""<br>Thickness of Head - 1/8""<br>Diameter of Head Stop - 3/16""<br>Thickness of Head Stop - 1/8""<br>Diameter of Pin - 1/8""<br>Length of Pin - 47/64""<br>Hole from End - 25/64""<br>Knurled Head",thephonographshop,,Knob,Edison,TRUE,Title,Default Title,,,,,,,,TOP-SPKR-ARM-LFT-PN-ASM-EDN-2224NP-R,5.669904625,shopify,198,deny,manual,12.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/TOP-SPKR-ARM-LFT-PN-ASM-EDN-2224NP-R.jpg?v=1663347939,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,2.5,active
victor-automatic-brake-spring,Victor Automatic Brake Spring,"Victor Automatic Brake Spring for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">V-5, 6<br data-mce-fragment=""1"">VV-IX, X, XI, XIV, XVI, XVII, XVIII, XXV, 80, 90, 100, 105, 215, 220, 230, 240, 260, 280, 300, 330, 350, 360, 370, 400, 405, 410, S400, S405, S410",thephonographshop,Hardware > Hardware Accessories > Springs,Springs,Victor,TRUE,Title,Default Title,,,,,,,,R-BRK-ATMTC-BRK-SPRNG-VIC-2810PF,5.669904625,shopify,0,deny,manual,2,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/R-BRK-ATMTC-BRK-SPRNG-VIC-2810PF.jpg?v=1641948011,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,0.5,active
victor-taper-arm-support-lock-nut,Victor Taper Arm Support Lock Nut,"Victor Taper Arm Support Lock Nut for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">VV-IV, VI, VIII, IX, X",thephonographshop,Hardware > Hardware Accessories > Hardware Fasteners > Nuts & Bolts,Nuts & Bolts,Victor,TRUE,Title,Default Title,,,,,,,,R-ARM-SPPRT-LCK-NUT-VIC-2623N,8.504856938,shopify,6,deny,manual,6.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/R-ARM-SPPRT-LCK-NUT-VIC-2623N.jpg?v=1641947503,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,2,active
edison-motor-frame-spring-washer,Edison Motor Frame Spring Washer,"Edison Motor Frame Spring Washer for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Home Model B<br data-mce-fragment=""1"">Home Model D<br data-mce-fragment=""1"">Standard Model B<br data-mce-fragment=""1"">Standard Model D<br data-mce-fragment=""1"">Fireside Model A<br data-mce-fragment=""1"">Triumph Model B<br data-mce-fragment=""1"">Triumph Model D<br data-mce-fragment=""1"">Amberola B-VI<br data-mce-fragment=""1"">Amberola C-VI<br data-mce-fragment=""1"">Amberola DX",thephonographshop,Hardware > Hardware Accessories > Hardware Fasteners > Washers,Washers,Edison,TRUE,Title,Default Title,,,,,,,,R-TOP-MTR-FRM-SPRNG-WSHR-EDN-2753N,2.834952313,shopify,122,deny,manual,0.45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/R-TOP-MTR-FRM-SPRNG-WSHR-EDN-2753N.jpg?v=1641946342,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,0.1,active
victor-spring-barrel-arbor-bracket-screw,Victor Spring Barrel Arbor Bracket Screw,"Victor Spring Barrel Arbor Bracket Screw for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">V-2, 3, 4, 5, 6<br data-mce-fragment=""1"">VV-IX, X, XI, XII, XIV, XVI, XXV",thephonographshop,Hardware > Hardware Accessories > Hardware Fasteners > Screws,Screws,Victor,TRUE,Title,Default Title,,,,,,,,R-SPB-ARBR-BRCKT-SCRW-VIC-425PF,2.834952313,shopify,93,deny,manual,1.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/R-SPB-ARBR-BRCKT-SCRW-VIC-425PF.jpg?v=1641940623,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,0.5,active
victor-governor-spindle-collar-screw,Victor Governor Spindle Collar Screw,"Victor Governor Spindle Collar Screw for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">V-0, 1, 2, 3, 4, 5, 6<br data-mce-fragment=""1"">VV-X, XII, XIV, XVI",thephonographshop,Hardware > Hardware Accessories > Hardware Fasteners > Screws,Screws,Victor,TRUE,Title,Default Title,,,,,,,,R-GOV-SPNDL-CLLR-SCRW-VIC-3074PF,2.834952313,shopify,0,deny,manual,0.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/R-GOV-SPNDL-CLLR-SCRW-3300-PF.jpg?v=1641940137,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,0.1,active
victor-washer-3066wn,Victor Governor Spring Screw Washer (3066WN-R),"<p>Governor Spring Screw Washer for:<br><br>Used Generally<br><br><strong>Dimensions</strong><br><br></p>
<ul>
<li>Diameter: 3/16""</li>
<li>ID: #1 Screw</li>
<li>Material: Steel</li>
</ul>",thephonographshop,Hardware > Hardware Accessories > Hardware Fasteners > Washers,Governor Spring Washers,Original Parts,TRUE,Title,Default Title,,,,,,,,GOV-SPR-WSH-VIC-3066WN-R,0.1,shopify,124,deny,manual,0.49,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/GOV-WGHT-SC-WSH-VIC-3066WN-R_TOP.jpg?v=1681315405,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,silver,,,,plain-finish,,,steel,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,kg,,0.08,active
edison-swinging-arm-spring-washer,Edison Standard/GEM Swinging Arm Spring Washer,"<p>Edison Swinging Arm Spring Washer for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Standard Model A<br>Standard Model B<br data-mce-fragment=""1"">GEM Model A<br>GEM Model B<br><br>Dimensions<br><br>Diameter - 9/16""<br data-mce-fragment=""1"">Thickness - 1/32""<br data-mce-fragment=""1"">ID - 7/64""<br></p>",thephonographshop,Hardware > Hardware Accessories > Hardware Fasteners > Washers,Washers,Edison,TRUE,Title,Default Title,,,,,,,,TOP-SWNG-ARM-SPR-WSH-EDN-1005PF-R,2.834952313,shopify,1427,deny,manual,2.25,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/TOP-SWNG-ARM-SPR-WSH-EDN-1005PF-R.jpg?v=1665017661,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,0.75,active
edison-feed-screw-center,Edison Feed Screw Center,"<p>Edison Feed Screw Center for: <br data-mce-fragment=""1""><br data-mce-fragment=""1"">Gem Model B<br>Gem Model D</p>",thephonographshop,,Bearings,Edison,TRUE,Title,Default Title,,,,,,,,R-MAN-FD-SCRW-CNTR-EDN-1031PF,5.669904625,shopify,316,deny,manual,2.25,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/R-MAN-FD-SCRW-CNTR-EDN-1031PF.jpg?v=1641937427,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,0.75,active
reproducer-diaphragm-link-looping-pliers,Reproducer Diaphragm Link Looping Pliers,"<p>Reproducer Diaphragm Link Looping Pliers for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Forming diaphragm linkage<br>Remove small screws that are stripped. Helpful for grasping the heads<br data-mce-fragment=""1"">Various other tasks</p>",thephonographshop,Hardware > Tools > Pliers,Pliers,"Diaphragm, Edison, Reproducer, Tools",TRUE,Title,Default Title,,,,,,,,TLS-PLRS-XTL0516,70.87380781,shopify,11,continue,manual,15.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/ACC-LPNG-PLRS-XTL0516.jpg?v=1642866668,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,13.09,active
edison-main-shaft-collar,Edison Main Shaft Collar for Home/Triumph Model B (2040NG-R),"<p>Main Shaft Collar for:</p>
<ul>
<li>Home Model B</li>
<li>Triumph Model B</li>
<li>Others</li>
</ul>
<p><strong>Dimensions</strong></p>
<ul>
<li>Diameter: 7/8""</li>
<li>Inside Diameter: 1/2""</li>
<li>Thickness: 3/16""</li>
<li>Threads: 4-40</li>
<li>Finish: Nickel Gloss</li>
<li>Material: Steel</li>
</ul>
<p><em><span style=""text-decoration: underline;"">Takes:</span></em></p>
<p> </p>
<p><em><span style=""text-decoration: underline;"">See also:</span></em></p>
<ul>
<li><a title=""Edison Main Shaft Collar for Home/Triumph Model B (2040NG-O)"" href=""https://thephonographshop.com/products/edison-main-shaft-collar-for-home-triumph-model-b-2040ng-o?_pos=1&amp;_psq=2040&amp;_ss=e&amp;_v=1.0"">Edison Main Shaft Collar for Home/Triumph Model B (2040NG-O)</a></li>
</ul>",thephonographshop,Uncategorized,Collars,,TRUE,Title,Default Title,,,,,,,,TOP-CLR-EDN-2040NG-R,11.33980925,shopify,211,deny,manual,6.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/TOP-CLR-EDN-2040NG-R_1.jpg?v=1737158910,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,3.5,active
edison-main-shaft-collar,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/TOP-CLR-EDN-2040NG-R_3.jpg?v=1737158910,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edison-main-shaft-collar,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/TOP-CLR-EDN-2040NG-R.png?v=1737158911,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edison-start-lever-with-friction,Edison Start Lever with Friction,"Edison Start Lever with Friction for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Home B<br data-mce-fragment=""1"">Home D",thephonographshop,,Lever,Edison,TRUE,Title,Default Title,,,,,,,,R-REG-STRT-LVR-W-FRCTN-2136N,11.33980925,shopify,174,deny,manual,17.25,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/R-REG-STRT-LVR-W-FRCTN-2136N.jpg?v=1641916423,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,5,active
reproducer-back-flange-columbia,"Columbia Rear Mount Reproducer Insulator ""Back Flange"" (1008PF)","Columbia Reproducer Insulator ""Back Flange"" for:<br><br><br>Dimensions<br><br>Diameter - 1 13/16""<br>Thickness - 1/8""<br>ID - 5/8""<br>Diameter of Screw Holes - 1/8""",thephonographshop,Hardware > Plumbing > Plumbing Fittings & Supports > Gaskets & O-Rings,Reproducer Gaskets,"Columbia, Reproducer",TRUE,Title,Default Title,,,,,,,,REP-INSLTR-COL-1008PF-R,5.669904625,shopify,905,deny,manual,3.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/REP-INSLTR-COL-1008PF-R.jpg?v=1674915069,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,2,active
reproducer-diaphragm-gasket-victor-orthophonic,Reproducer Diaphragm Gasket Victor Orthophonic,"Reproducer Diaphragm Gasket for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Victor Orthophonic",thephonographshop,,Gasket,"Diaphragm, Reproducer, Victor",TRUE,Title,Default Title,,,,,,,,R-REP-DIA-GSKT-VIC-ORTH-5358,2.834952313,shopify,345,deny,manual,0.75,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/R-REP-DIA-GSKT-VIC-ORTH-5356.jpg?v=1641863507,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,0.1,active
reproducer-diaphragm-gasket-victor-victrola-no-2,Reproducer Diaphragm Gasket Victor Victrola No 2 - Requires 2 (2269APF),"<p>Reproducer Diaphragm Gasket for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Victor Victrola No 2</p>
<p><em>Two required for rebuilding your reproducer </em></p>",thephonographshop,,Gasket,"Diaphragm, Reproducer, Victor, Victrola No 2",TRUE,Title,Default Title,,,,,,,,REP-DIA-GSK-VIC-2269APF-R,2.834952313,shopify,287,deny,manual,1.1,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/R-REP-DIA-GSKT-VIC-NO2-35A.jpg?v=1641862855,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,0.55,active
reproducer-diaphragm-gasket-edison-diamond-b-c-model-o-n,Edison ‘Amberola’ Reproducer Diaphragm Gasket,"<p>Reproducer Diaphragm Gasket for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Edison Diamond A/B/C (Amberola) <br>Edison Model ‘L’<br data-mce-fragment=""1"">Edison Model 'O'<br data-mce-fragment=""1"">Edison Model 'N'</p>",thephonographshop,,Gasket,"Diaphragm, Edison, Reproducer",TRUE,Title,Default Title,,,,,,,,R-REP-DIA-GSKT-EDN-AMB-867,0.1,shopify,442,deny,manual,0.75,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/R-REP-DIA-GSKT-EDN-AMB-867.jpg?v=1641862091,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.22,active
reproducer-diaphragm-gasket-edison-diamond-disc,Reproducer Diaphragm Gasket Edison Diamond Disc,"Reproducer Diaphragm Gasket for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Edison Diamond Disc Machines",thephonographshop,,Gasket,"Diaphragm, Edison, Reproducer",TRUE,Title,Default Title,,,,,,,,R-REP-DIA-GSKT-EDN-DD-887,2.834952313,shopify,418,deny,manual,1,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/R-REP-DIA-GSKT-EDN-DD-887.jpg?v=1641861014,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,0.32,active
reproducer-diaphragm-gasket-edison-model-c-h-k,Edison Reproducer Diaphragm Gasket Model C/H/K (208PF),"Reproducer Diaphragm Gaskets for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Edison Model C<br data-mce-fragment=""1"">Edison Model H<br data-mce-fragment=""1"">Edison Model K",thephonographshop,Hardware > Plumbing > Plumbing Fittings & Supports > Gaskets & O-Rings,Reproducer Gaskets,"Diaphragm, Edison, Reproducer",TRUE,Title,Default Title,,,,,,,,REP-DIA-GSKT-EDN-208PF-R,0.1,shopify,0,deny,manual,0.39,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/REP-DIA-GSKT-EDN-208PF-R.jpg?v=1681091043,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.15,active
reproducer-diaphragm-gasket-columbia-grafonola,Reproducer Diaphragm Gasket Columbia Grafonola,"Reproducer Diaphragm Gasket for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Columbia Grafonola",thephonographshop,,Gasket,"Columbia, Diaphragm, Reproducer",TRUE,Title,Default Title,,,,,,,,R-REP-DIA-GSKT-COL-GRAF-5356,2.834952313,shopify,335,deny,manual,0.85,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/R-REP-DIA-GSKT-COL-GRAF-5001.jpg?v=1641859905,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,0.25,active
columbia-large-floating-reproducer-diaphragm-gasket,Columbia Large Floating Reproducer Diaphragm Gasket,"Reproducer Diaphragm Gasket for: <br data-mce-fragment=""1""><br data-mce-fragment=""1"">Columbia Large Floating",thephonographshop,,Gasket,"Columbia, Diaphragm, Reproducer",TRUE,Title,Default Title,,,,,,,,R-REP-DIA-GSKT-COL-LRG-FLTNG-5000,2.834952313,shopify,709,deny,manual,0.75,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/products/R-REP-DIA-GSKT-COL-LRG-FLTNG-5000.jpg?v=1641855965,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,0.25,active
